Lyric,Genre,Artist
Yes I can see her. Cause every girl in here wanna be her. Oh she's a diva. I feel the same and I wanna meet her. They say she low down. It's just a rumor and I don't believe them. They say she needs to slow down. The baddest thing around town. She's nothing like a girl you've ever seen before. Nothing you can compare to your neighbourhood hoe. I'm trying to find the words to describe this girl. Without being disrespectful. The way that booty movin I can't take no more. Have to stop what I'm doin so I can pull up close. I'm trying to find the words to describe this girl. Without being disrespectful. Damn girl. Damn you're a sexy bitch. A sexy bitch. Damn you're a sexy bitch. Damn girl. Damn you're a sexy bitch. A sexy bitch. Damn you're a sexy bitch. Damn girl. Yes I can see her. Cause every girl in here wanna be her. Oh she's a diva. I feel the same and I wanna meet her. They say she low down. It's just a rumor and I don't believe them. They say she needs to slow down. The baddest thing around town. She's nothing like a girl you've ever seen before. Nothing you can compare to your neighbourhood hoe. I'm tryna find the words to describe this girl. Without being disrespectful. The way that booty movin' I can't take no more. Have to stop what I'm doing so I can pull up close. I'm tryna find the words to describe this girl. Without being disrespectful. Damn girl. Damn you're a sexy bitch. A sexy bitch. Damn you're a sexy bitch. Damn girl. Damn you're a sexy bitch. A sexy bitch. Damn you're a sexy bitch. Damn girl. Damn you're a sexy bitch. A sexy bitch. Damn you're a sexy bitch. Damn girl. Damn you're a sexy bitch. A sexy bitch. Damn you're a sexy bitch. Damn you're a sexy bitch,Pop,David Guetta
I found the one whom my soul loves. I held him and would not let him go. I found the one whom my soul loves. I held him and I would not let him go. I wanna stay in your arms. I never want to let go. I wanna stay in your arms. I never want to let go. Many waters cannot quench love. Neither can flaws drown it. And it's flashes are flashes of fire. The very light of the lord. Set me as a seal upon your heart. A seal upon your soul. Upon your soul. As a seal upon your heart. A seal upon your soul. Upon your soul. I found the one whom my soul loves. I held him and would not let him go. I found the one whom my soul loves. I held him and I would not let him go,Pop,Cimorelli
I'm having the day from hell. It was all going so well before you came. And told me you needed space. With a kiss on the side of my face... not again. And not to mention the tears I shed. When I should have kicked your ass instead. I need intervention. Attention to stop temptation to scream... baby. Chorus:. Everything is f'ed up. Straight from the heart. Tell me what do you do. When it all falls apart. Gotta pick myself up. Where do I start. ‘Cause I can't turn to you. When it all falls apart. Don't know where I parked my car. Don't know who my real friends are anymore. I put my faith in you. What a stupid thing to do... when it pours. And not to mention I drank to much. I'm feelin' hungover and out of touch. I need intervention. Attention to stop temptation to scream... baby. Repeat Chorus. Can't it be easier? Can't I just change my life?. ‘Cause it just seems to go bad everytime. Will I be mending?. Another one ending once again. Repeat Chorus,Pop,The Veronicas
"You live in a world of excess. where more is more. and less is much less. A day without fame. is a waste. and a question of need. is a question of taste. You're so flamboyant. the way you look. It gets you so much attention. Your sole employment. is getting more. You want police intervention. You're so flamboyant. the way you live. You really care that they stare. And the press deployment. is always there. It's what you do for enjoyment. You live in a time of decay. when the worth of a man. is how much he can play. Every day. all the public must know. where you are, what you do. 'cause your life is a show and. You're so flamboyant. the way you live. and it's not even demeaning. You're so flamboyant. It's like a drug. you use to give your life meaning. You're so flamboyant. The way you look. It gets you so much attention. Your sole employment. Is getting more. You want police intervention. Every actor needs. an audience. Every action is. a performance. It all takes courage. You know it. Just crossing the street. well, it's almost heroic. You're so flamboyant. There you are. at another preview. In a pose. the artist and you. To look so loud. may be considered tacky. You're so flamboyant. the way you look. It gets you so much attention. Your sole employment. is getting more. You want police intervention. You're so flamboyant. The way you live. You really care that they stare. And the press deployment. is always there. It's what you do for enjoyment. You're so flamboyant. You're so flamboyant",Pop,Pet Shop Boys
"I've been drinking, I've been drinking. I get filthy when that liquor get up in me. I've been thinking, I've been thinking. Why can't I keep my fingers off it, baby?. I want you, na na. Why can't I keep my fingers off it, baby?. I want you, na na. Drunk in love. I want you. We woke up in the kitchen saying. ""How in hell did this here happen? "". Oh baby, drunk in love. We be all night. Last thing I remember is our. Beautiful bodies grinding off in that club. Drunk in love. We be all night, love, love. We be all night, love, love. We be all night, and everything's alright. No complaints for my body. So fluorescent under these lights. Boy, I'm drinking, park in my lot 7-11. I'm rubbing on it, rub-rubbing. If you scared, call that reverend. Boy, I'm drinking, get my brain right. Armand de brignac, gangster wife. Louie sheets, he sweat it out like wash rags he wear it out. Boy, I'm drinking, I'm singing on the mic to my boy toys. Then I fill the tub up halfway. Then ride it with my surfboard. Surfboard. We woke up in the kitchen saying. ""How in hell did this here happen? "". Oh baby, drunk in love. We be all night. Last thing I remember is our. Beautiful bodies grinding off in that club. Drunk in love. We be all night, love, love. We be all night, love, love. We be all night, we be all night. We be all night, we be all night. We be all night, we be all night. We be all night, love. I fill the tub up halfway. Then ride it with my surfboard. Surfboard, surfboard. Graining on that wood, graining, graining on that wood. I'm swerving on that, swerving, swerving on that big body. Been serving all this, swerve, surfing all in this good, good",Pop,Beyoncé
"You can see it on her face. Her red eyes say she's not safe. How should she know what it means. She is only just a teen. Under her duvet's where she hides. To block the screaming late at night. She can't remember life before. Mama and Daddy went to war. All little girls are full of confusion. Cry all you want coz you're only human. Was all the love just an illusion?. Daddy's not coming home. Mama's asleep and she smells of whiskey. Promise that won't be you when you're 50. Cry before the guilty clap your wings. Coz all you're heroes. Are skin and bones. Packed the small bag of things she loves. Deep inside she blames herself. She has nowhere else to go. But that sounds better than what she knows. And as she steps into the dark. Dirty hair and heavy heart. Cold, cold air inside her lungs. Catch a snowflake on her tongue. All little girls are full of confusion. Cry all you want coz you're only human. Was all the love just an illusion?. Daddy's not coming home. Mama's asleep and she smells of whiskey. Promise that won't be you when you're 50. Cry before the guilty clap your wings. Coz all you're heroes. Are skin and bones. And as I heard you shut the door. Went through the window and I saw. The footsteps of my big sister in the snow. Since then not a single day has passed. Where I don't say your name and ask. Where, where did you go?. All little girls are full of confusion. Cry all you want coz you're only human. Was all the love just an illusion?. Daddy's not coming home. Mama's asleep and she smells of whiskey. Promise that won't be you when you're 50. Cry before the guilty clap your wings. Coz all you're heroes. Are skin and bones",Pop,James Blunt
"I know I know. I know where to go. I know I know. I know where to go. I have forgotten what it's like to walk alone. Running around at night to find another zone. Imagination is the key that carries me. No destination for me. No destination for me. Predictability has allways been the same. I wanna break it down. I wanna break the chain. Sometimes it feels like I am caught up in the mix. Looking for a different place. That I can get my kicks. Please stop making me stop. I won't do what you tell me. Can't be something I'm not. Can't be where I don't wanna be. You can't hold me back. You break me. Please stop making me stop. Can't be where I don't wanna be. I know I know. I know where to go. I always wonder how to get from here to there. It's getting closer million miles from anywhere. Communication is reserved for yesterday. I'm gettin ready to pay,. I'm gonna have it my way. My motivation is to get the hell away. As soon as seasons has prepared me for today. Something is changing and my vision is coming clear. I'm not a child anymore. I run away from here. Please stop making me stop. I won't do what you tell me. Can't be something I'm not. Can't be where I don't wanna be. You can't hold me back. You break me. Please stop making me stop. Can't be where I don't wanna be. I know where to go (8x)",Pop,t.A.T.u.
"I can tell that you're a real bad girl. Underneath it all. You never want to let me see the dark side. Go and let it show. This is a lonely chance. Let it happen. Catch me if you can.. Let your money talk dirty thoughts for me. Take over,take over,take over. Like a crazy drug that you come lovin' me. Take over,take over,take over.. Na na na na. Take over. Take over. Take over.. I wish that I could choose read your mind. Tell me what to see.. Your always tried. Away your discords take it of for me. This is a only chance. Let it happen. Catch me if you can.. Let your money talk dirty thoughts for me. Take over,take over,take over. Like a crazy drug that you come lovin' me. Take over,take over,take over. Na na na na. Take over. Take over. Take over. This is a only chance. Let it happen. Catch me if you can.. Let your money talk dirty thoughts for me. Take over,take over,take over. Like a crazy drug that you come lovin' me. Take over,take over,take over. Na na na na. Take over. Take over. Take over.",Pop,Nick Jonas
"Misty morning, clouds in the sky. Without warning, a wizard walks by. Casting his shadow, weaving his spell. Funny clothes, trinkling bell. Never talking. Just keep walking. spreading his magic. Evil power disappears. Demons worry when the wizard is near. He turns tears into joy. Everyone's happy when the wizard walks by. Never talking. Just keep walking. spreading his magic. Sun is shining, clouds have gone by. All the people give a happy sigh. He has passed by, giving his sign. Left all the people feeling so fine. Never talking. Just keep walking. spreading his magic",Rock,Black Sabbath
"So, so you think you can tell. Heaven from hell. Blue skies from pain. Can you tell a green field. From a cold steel rail?. A smile from a veil?. Do you think you can tell?. Did they get you to trade. Your heroes for ghosts?. Hot ashes for trees?. Hot air for a cool breeze?. Cold comfort for change?. Did you exchange. A walk on part in the war. For a lead role in a cage?. How I wish. How I wish you were here. We're just two lost souls. Swimming in a fish bowl. Year after year. Running over the same old ground. What have we found?. The same old fears. Wish you were here",Rock,Pink Floyd
"Hey now, all you sinners. Put your lights on, put your lights on. Hey now, all you lovers. Put your lights on, put your lights on. Hey now, all you killers. Put your lights on, put your lights on. Hey now, all you children. Leave your lights on, you better leave your lights on. Because there's a monster living under my bed. Whispering in my ear. There's an angel, with a hand on my head. She say I've got nothing to fear. There's a darkness deep in my soul. I still got a purpose to serve. So let your light shine, deep into my home. God, don't let me lose my nerve. don't let me lose my nerve. Hey now, hey now, hey now, hey now. Wo oh hey now, hey now, hey now, hey now. Hey now, all you sinners. Put your lights on, put your lights on. . Because there's a monster living under my bed. Whispering in my ear. There's an angel, with a hand on my head. She says I've got nothing to fear. She says, Whooo-ahha hey. La la, you shine like stars. Whoo-aohaha hey la la,you shine like the stars. And fade away",Rock,Santana
I'm on the high ridge looking down. On how we are evolving in it all. If I get back then I'll be grateful. Look there's a billboard on the moon. Let me take you this far. This crossing isn't far for me. There's lightning in the storm clouds. And I'll send you there this day. You got me lost in Magic City. You got me questioning it all. I hope that I make it home by Wednesday. And this Magic City lets me go. (Magic City). (Magic City). (Magic City). (Magic City). You put me up there in the penthouse. And painted me in the whites and blue. But I filled the canyon with my ego. Look there's a billboard on the moon. You got me lost in Magic City. You got me questioning it all. I hope that I make it home by Wednesday. And this Magic City lets me go,Rock,Gorillaz
"Friends are talking to you.. They tell you you whould go.. They say that I don't love you.. But baby they don't know.. You're standing in the bedroom.. Your things are in the hall.. Don't listen to'em talking.. Cause they don't know it all.. Walk slow.. Think what you're doing.. Don't go. My heart is breaking.. There's trouble all around us.. Don't let'em bring us down.. Don't give up on us so easy.. Now happiness we've found.. Walk slow.. where you going?. Don't go. Stop this leaving.. There's nothing more to say now.. There's nothing left to do.. I guess you're really leaving.. I can't believe we're through.. And there's so many many things I wanna tell you.. So many many things I didn't say.. So many nights I lay here thinking of you.. I get down on my knees and I will pray.. Cause I still dream of you.. And I will call your name.. And I, Oh I will wait, till you come back again.. Walk slow.. I'll be waiting.. Don't go.. My heart is breaking.. Walk slow.......",Rock,Chris Isaak
What can I do with my obsession?. With the things I cannot see. Is there madness in my being?. Is it wind that blows the trees?. Sometimes you're further than the moon. Sometimes you're closer than my skin. And you surround me like a winter fog. You've come and burned me with a kiss. And my heart burns for you. And my heart burns. And I'm so filthy with my sin. I carry pride like a disease. You know I'm stubborn God and I'm longing. To be close. You burn me deeper than I know. And my heart burns for you. And my heart burns for you,Rock,Flyleaf
Words get tangled on your tongue. And you stumble on your feet when you miss somebody. And everywhere you think you see them. Walking down the street when you miss somebody. When you miss somebody you tell yourself. a hundred thousand times. Nobody ever lives forever so you give it one more try. To wave goodbye wave goodbye. Every hurtful thing you ever said is ringing in your ear. When you miss somebody. And every thing of beauty that you see only brings a tear. When you miss somebody. When you miss somebody you tell yourself everything. will be alright. Try to stand up strong and brave when all you want to do. Is lay down and die. How long I've waited for an answer or a sign. Lonely and weary from this troubled task of trying. To wave goodbye. So now you start to recognize that every single path you see. Leads to a tear in your eye. So wave goodbye wave goodbye..,Rock,Chris Cornell
"Come and dance with me, take me all the higher.. Put your arms around me, make me feel much righter.. Come and love with me, we can move real slow to the music.. Come make love with me .... . Oh .... CHORUS. Come on, take me, take me, and make me feel your music.. Wanna get in deep when it tastes so sweet,. Wanna lose my head tonight.. Come on, take me, take me, make me feel your music.. Well we ain't gonna stop if we're feelin' hot,. Gotta' lose our heads tonight.. . How many times I tried to make it happen?. But you always find a way to say good-night.. Tonight we're here alone, your mama's out, there's nobody home,. I'm a harmless kinda crazy so it's alright.. . CHORUS. . I've seen you give me looks that I've read about in books,. And I finally had to make you play your hand.. There's a reason that you're here, and I think it's perfectly clear.. But it don't take much to make me understand.. . Come and dance with me, take me all the higher.. Put your arms around me, make me feel much righter.. Come and love with me, we can move real slow to the music.. Come make love with me, come make love, make love with me.. . Oh .... CHORUS. . CHORUS. (to fade). .",Rock,Grand Funk Railroad
"When I wake in the morning. I want to blow into pieces.. I want more than just OK, more than just OK.. When I'm up with the sunrise. I want more than just the blue skies.. I want more than just OK, more than just OK.. I'm not givin' up, givin' up, I'm not givin' up now. I'm not givin' up, givin' up, I'm not backing down.. More than fine, more than bent on getting by.. More than fine, more than just OK.. When I'm lit with the sunshine. I want more than just a good time. I want more than just OK, more than just OK.. I'm not givin' up, givin' up, I'm not givin' up now. I'm not givin' up, givin' up, I'm not selling out.. More than oceans away from the dawn. More than oceans away from who we are.. More than oceans, more than oceans. More than fine.",Rock,Switchfoot
"We're coming out swinging!. Started out in the spring of 2003. Never went to school, nobody talked to me. Except to tell me all the things I couldn't do. Don't want to hear about it. Got with my guys packed into all our cars. Hit all the nearest scenes and every local bar. Played a show a night till it'd make me sick. So here I am. I'm right back at it again. Just like I've always said. ""If you're too cool for school. I ain't here to make no friends"". And I'll say hey! (Hey) !. I'm right back at it again. Just like I've always said. ""If you're too cool for school. I ain't here to make no friends"". We left home with no kinda back up plan. And everyone we knew that we couldn't stand. Said if you can't make it here you won't make it there. Don't want to hear about it. Spent most of our time sleeping on hard wood floors. People's living rooms in any open door. We played a show a night till it all made sense. So here I am. I'm right back at it again. Just like I've always said. ""If you're too cool for school. I ain't here to make no friends"". And I'll say hey! (Hey) !. I'm right back at it again. Just like I've always said. ""If you're too cool for school. I ain't here to make no friends"". Don't wanna hear about it. Don't wanna hear about it yet. So here I am. I'm right back at it again. Just like I've always said. ""If you're too cool for school. I ain't here to make no friends"". And I'll say hey!. I'm right back at it again. Just like I've always said. ""If you're too cool for school. I ain't here to make no... "" (Brace for impact!). Don't wanna hear about it. Don't wanna hear about it. Bitch!",Rock,A Day To Remember
You might stop a hurricane. Might even stop the drivin' rain. You might have a dozen other guys. But if you wanna stop me baby - don't even try. I'm goin' one way - your way. It's such a strong way - let's make it our way. Chorus. Can't stop this thing we started. You gotta know it's right. Can't stop this course we've plotted. This thing called love we got it. No place for the brokenhearted. Can't stop this thing we started - no way. I'm goin' your way!. You might stop the world spinnin' round. Might even walk on holy ground. I ain't Superman and I can't fly. But if you wanna stop me baby - don't even try. I'm goin' one way - your way. It's such a strong way - let's make it our way. Chorus. Oh - why take it slow. I gotta know. Nothing can stop this thing that we got.,Rock,Bryan Adams
This conversation didn't mean anything to you.. This conversation. don't mean a thing. This conversation.... Did I mean anything to you?. Did you even care?. This conversation. didn't mean anything to you.. Did you even..... This con..... Did you even... This conversation didn't mean a.... It doesn't even matter.. It didn't matter to you and.... you don't even care.. And you didn't even change. Take me now.. Just take me now.,Rock,Blessthefall
By the rivers of Babylon. Where he sat down. And there he wept. When he remember Zion. It was the wicked. CHORUS. Carry us away captivity. Require from us a song. How can we sing King Alfa's song. In a strange land,Rock,Steve Earle
"Ah, you know it's on. It's on.. Let the funky music gauge your eyes out.. Do you want to jam? Take me home now.. I can feel the bass. Your brother's a waitress.. Your whole crew is whack.. Weather's gettin' cold down at the bistro.. Yeah, this is a motherfuckin' jam.. Yeah, this is my crew. Take ten steps back.. Now you're in the danger zone.. Yellow turns to black.. This is my crew. Take ten steps back.. Now you're in the danger zone.. Yellow turns to black.. Saw you at the jam, throw me a lifevest.. This is how we jam. I'm on the payroll.. The doctor's on the phone wearin' a gas mask.. Shivers up my spine down at the bistro.. This is my crew. Take ten steps back.. Now you're in the danger zone.. Yellow turns to black.. This is my crew. Take ten steps back.. Now you're in the danger zone.. Yellow turns to black.. Now you're in the danger zone.. Now you're in the danger zone.. Now you're in the danger zone.. Now you're in the danger zone.. Jam! It's on, motherfucker! Jam!. Your whole crew is whack.. This party is for real!",Rock,Beck
"Hey Dad where have you been for so long?. Why won't you look at me?. Is there something wrong?. Do you remember me, the son that you conceived?. Why won't you look at me?. The son that you deceived. Oh God, what did I do to deserve this?. A man I never knew. A man I cannot miss. How can we start all over when we never began?. How can you be a father,. When you're not even a man?. I gave you many chances, many that you took. Now I stand before you,. You won't even look. So then came kids of my own. I was there for them. I am the man you couldn't be. (I didn't learn from him). Where is he now I don't even know at all. I don't even remember,. The last time he called",Rock,Good Charlotte
"From the North. to the South,. ya' walked all the way.. Ya' know ya' left your,. left your home. for good to stay,. while ya' built all,. all of your castles. in the sun,. and I watched ya' knock 'em down,. knock 'em down, each and every one.. Whoa-oh, Friday's child. ya' can't stop now.. No.. Whoa-oh, Friday's child. ya' can't stop now.. And I watched you. 'fore you 'came too ol' (??). and I tol' ya'. a long time before ya' ever came to be told,. ""You've got somethin'. that they all wanna know.. You gotta hold on. and never ever let go."". Whoa-oh, Friday's child. ya' can't stop now.. No, no.. Whoa-oh, Friday's child. ya' cannot stop now,. ya' can't stop.. There ya' go,. there ya' go, rainbows hangin' around your feet,. and you're makin' out,. you're makin' out with everyone that you meet.. even havin' a ball. and stayin' up late,. and watched the sun come up. 'round Nottinghill Gate.. Whoa-oh, Friday's child. ya' can't stop now.. No, no.. Whoa-oh, Friday's child. ya' cannot stop.. You're drivin'.. Aaowwh,. no no no no no no no no no,. ya' cannot stop now.. You're too much.. Ya' can't stop, ya' can't stop, ya' can't stop, can't stop, no..",Rock,Van Morrison
"Where do I begin. Is my story still untold. Left to be unwritten. Like memories to unfold. And I don't believe the truth. It doesn't make me feel alive. The truth's just overrated. We've all got something to hide. Cause lies make it so much fun. So sick of [?]. [?]. As the dream becomes your worst nightmare. [chorus]. I'm not your savior or a saint. [?] praying for escape. I'll be there. Just to put the bullet in your head. Just another cry, a shame. Life is such a deadly game. [?] put a bullet in his head. [verse]. Pay me no more mind. Have I really come undone. I left the world this evening. Just to kill the sun. And I've got no more to bleed. All that's left will soon be gone. And especially before. My mind [?]. Well I bet you got a lot to say. [?]. [pre-chorus]. [?] your last prayer. As the dream becomes your worst nightmare. [chorus]. I'm not your savior or a saint. [?] praying for escape. I'll be there. Just to put the bullet in your head. Just another cry, a shame. Life is such a deadly game. [?] put a bullet in his head. [bridge]. [?]. I say goodbye to all. [?]. [chorus]. I'm not your savior or a saint. [?] praying for escape. I'll be there. Just to put the bullet in your head. Just another cry, a shame. Life is such a deadly game. [?] put a bullet in his head",Rock,Sum 41
"Peter sat on a mountain top.. northern wind blows through his hair all day long.. Peter never took no time for him to stop.. just stood right there and he stared.. singing, oh.. he don't need us anymore, cause his life is just too good.. he'll be living everyday and loving like we could.. and that's Peter's song.. have you ever known a boy, lonely as could be?. a lifetime ago he was a child of the free.. so here he stand alone crying at the sea.. it listens, and moves, and holds him.. singing, oh.. he don't need us anymore, cause life is just too good.. he'll be living everyday, and loving like we could.. and that's Peter's song.. late one day on the mountaintop Peter swept down the side.. he'd been waiting all his life for one more chance to ride.. but the Sun said, ""Son, don't you come around up. here anymore."". so Peter topped on his hat and head to the west shore.. singing Ladanday.. Have you ever known a boy lonely as can be?. lifetimes away we were children of the sea.. and if the Sun and Moon come through. freedom is a giude.. hoping that one day we will all try.. singing Ladanday",Rock,O.A.R.
"The corpses all hang headless and limp. Bodies with no surprises. And the blood drains down like devil's rain. We'll bathe tonight. I want your skulls. I need your skulls. I want your skulls. I need your skulls. Demon I am and face I peel. To see your skin turned inside out, 'cause. Gotta have you on my wall. Gotta have you on my wall, 'cause. I want your skulls. I need your skulls. I want your skulls. I need your skulls. Go. Collect the heads of little girls and. Put 'em on my wall. Hack the heads off little girls and. Put 'em on my wall. Oh oh. I want your skulls. I need your skulls. I want your skulls. I need your skulls. I want your skulls. I need your skulls. I want your skulls. I need your skulls",Rock,The Lemonheads
"The gates of heaven were locked shut. The pits of hell they were all filled up. And I fear I don't belong here. Yeah. They might call me a sinner. A walking flame from the fire that burns. Disappear, you don't belong here. Yeah. The church of fear. The church of failure. The church of fools. So call me a nothing. Call me a something. Treat me cruel. Hey!. Whoa oh oh, whoa oh oh oh. We don't belong here, we don't belong. Whoa oh oh, whoa oh oh oh. We don't belong here. It's the anthem of the underground. So get back up when they push you down. We're singing. Whoa oh oh, whoa oh oh oh. We don't belong here, we don't belong. (We don't belong, we don't belong, we don't belong). Who can here give a march of the rejects. Line up a parade of the defects. Can I hear we don't belong here. So rise from the darkness. Eyes of the dismissed. Hearts of the used. Show me your worst. Show me your cursed. Tell me the truth. Whoa oh oh, whoa oh oh oh. We don't belong here, we don't belong. Whoa oh oh, whoa oh oh oh. We don't belong here. It's the anthem of the underground. So get back up when they push you down. We're singing. Whoa oh oh, whoa oh oh oh. We don't belong here, we don't belong. (Whoa oh oh, whoa oh oh oh). The gates of heaven were locked shut. The pits of hell they were all filled up. And I fear I don't belong here. (Whoa oh oh, whoa oh oh oh). Whoa oh oh, whoa oh oh oh. We don't belong here, we don't belong. Whoa oh oh, whoa oh oh oh. We don't belong here. It's the anthem of the underground. So get back up when they push you down. We're singing. Whoa oh oh, whoa oh oh oh. We don't belong here, we don't belong. When you're alone. We don't belong. I don't belong",Rock,Black Veil Brides
"In this dirty old part of the city where the sun refuse to shine. People tell me there ain't no use in trying. Now, my girl, you're so young and pretty. And one thing I know is true,. You'll be dead before your time is due, (I know). Watch my daddy in bed and dying. Watch his hair been turning grey. He's been working and slaving his life away, (Oh yes I know). He's been working so hard. I've been working too baby, (every night and day). (Chorus). We've gotta get out of this place. if it's the last thing we ever do. We've gotta get out of this place. Girl there's a better life for me and you. Now my girl you're so young and pretty. And one thing I know is true. You'll be dead before your time is due, (I know it). Watch my daddy in bed and dying. Watch his hair been turning grey. He's been working and slaving his life away (I know). He's been working so hard. I've been working too baby,. (Chorus). Somewhere baby. Somehow I know it baby. (Chorus). Believe me baby. I know it baby. You know it too",Rock,Richard Thompson/ Richard And Linda Thompson
"Lying in my bed again. And I cry cuz you're not here. Crying in my head again. And I know that it's not clear. Put your hands, put your hands. Inside my face and see that it's just you. But it's bad and it's mad. and it's making me sad. Because I can't be with you. Be with you. Be with you. Baby I can't be with you. Thinking back on how things were. And how we loved so well. I wanted to be the mother. of your child. And now it's just farewell. Put your hands in my hand. And come with me. We'll find another end. And my head, and my head. On anyone's shoulder. Cause I can't be with you. Be with you. Be with you. Baby I can't be with you. Cause you're not here, you're not here. Baby I can't be with you. Cause you're not here, you're not here. And baby I'm still in love with you.",Rock,The Cranberries
"Well I've been out of the woods for six days and nights now. I'm a little hot wired and I'm feeling alright now. I got some money in my pocket and I won't need a ride now. I got a big cherry car and my baby by my side now. (chorus). Well I'm a little hot-wired but I'm feeling ok. And I got a little lost along the way. And I'm just around the corner from the light of day. Just around the corner from the light of day. Well driving 500 miles got 100 to go, yeah. I've got rock and roll music on the radio. I've got a brother on the rig who's from the Gulf Coast. He said the girls down there are really the most, yeah. (chorus). Well I got thrown out of work on the Kokomo. Don't ask me what I'm doing cause I don't know. He wasn't joking when he wrote me that letter. Things can't get worse so they got to get better. (chorus).",Rock,Bruce Springsteen
"So make this demon offering. Best demon offering. Curious about the eye of death, oh. Gonna make it public. Gonna make you pay. Gonna rip your skull out. Eye of death, I know. Devilock, you rip your heart, I have 'em. Devilock, I rip your eyes out of hell. Hell is pumping something. Into lots of people. Curious about the eye of death, oh. Gonna make it public. Gonna make you pay. Gonna rip your skull out. Eyes of death, I have them. Devilock, you rip your heart, I have 'em. Devilock, I rip your heart out of hell. Oh. Devilock, I rip your heart out, I have 'em. Devilock, I pluck your eyes out, I have 'em. Devilock, I rip your heart out of hell. Go, go, go, go, go. .",Rock,Misfits
I know I ask for nothing. And thatâ€™s what I got from you tonight. I guess I thought youâ€™d changed. Leaving becomes too easy. Easy by morning light. I still cannot explain. Is it enough to ask and not receive. Just one more kiss before you turn and leave. When love is over. Over it should be. But something still burns in me. A hundred solid reasons. The answers come in waves. But I'm all for calmer seas. Youâ€™re only lost in the shuffle. But in your usual way. Itâ€™s you who always comes to me. Iâ€™ve burned up pages. Hidden yesterdays. Hereâ€™s one more glance before I turn away. When love is over. Over it should stay. But something wonâ€™t go away. Hardly a moment passes. Hardly a single day goes by. Iâ€™m not remembering. Just to surrender slowly. Into a strangerâ€™s arms. But you stand watching in the wings. These must be days weâ€™ve seen through tear-filled eyes. It all makes painful sense when I realize. When love is over. Something has to die. Cause you can say goodbye.,Rock,Sheryl Crow
I don`t mind if you wanna. Talk about the wheather. I don`t mind. If you don`t wanna talk at all. If you don`t mind. Alittle friendly persuasion. & you don`t mind me. Trying to find your secret door. C`mon baby. Let me stand close to your fire. Ooh girl I know. You`ve heard it all before. You`re my one & only. sweet infatuation. Hear me crying out. & begging you for more. I`m gonna tear this place apart. Just to get close to you. Tear down any wall. If thats what I have to do. To get next to you. I do it all for love. I do it all for love. I do it all for love. I`m gonna crawl for love. In the distance. I see thunderbolts & lightning. Ooh girl I know. You`re coming back back to town. You`re my one & only. Fatal attraction. Ooh babe I know. You´re gonna take me down. I`m gonna tear this place apart. Just to get close to you. Tear down any wall. If thats what I have to do. To get next to you. I do it all for love. I do it all for love. I do it all for love. I`m gonna crawl for love. I do it all for love. I do it all for love. I do it all for love. I`m gonna crawl for love,Rock,Whitesnake
"You've got some nerve. Coming here. You've got some nerve. Coming here.. You stole it all.. Give it back.. You stole it all.. Give it back.. Good morning, mr. magpie.. How are we today?. You stole all the magic.. Took my memories.. You know you should. But you don't. You know you should. But you don't. Good morning, mr. magpie.. How are you today?. Took my melody.",Rock,Radiohead
The second great depression. Lasted longer than I figured. It stuck around and lingered. Surrounded me and conquered. The second great depression. Left me cold and withered. In your eyes I see it mirrored. I can’t believe I let it happen. I thought about it a million times. When you maintained nothing but smile. Remember all those days. I thought about it a million times. When you maintained nothing but smile. When forgiveness was the best. Just forget about the rest. The second great depression. I’ve tried so hard to shake it. Collapse or come together. What happened to forever?. The second great depression (The second great depression). Lasted longer than I figured (Lasted longer than I figured). It stuck around and lingered (It stuck around and lingered on). Divided me and conquered. I thought about it a million times. When you maintained nothing but smile. Remember all those days. I thought about it a million times. When you maintained nothing but smile. When forgiveness was the best. Just forget about the rest. I thought about it a million times. When you maintained nothing but smile. Remember all those days. I thought about it a million times. When you maintained nothing but smile. When forgiveness was the best. Just forget about the rest,Rock,Manic Street Preachers
"Trains moan in my sleep when I'm trying to go to bed. moving way to slow for whatever that they be carryin'. and I've been working hard ever since I was a kid. Trains moan in my sleep. Seems like something's always moving. Trains moan in my sleep when I'm trying to go to bed. Moving way to slow for whatever that they be carryin'. I've been working hard ever since I was a boy. Trains moan in my sleep. Seems like something is always moving. You know I don't always show. What it is I'm feeling baby doll. You know that the things that you want. Are that the things that you need. But the things that you love they're a lie. I'm gaining on them trains and fast. Trains moan in my sleep. Into the future and out of the past, into the future and out of the past. Trains moan in my head when I'm trying to go to sleep. Throwin' rocks at the window. When the sun's crawling up the sheets. And I've been working hard ever since I was a boy. Trains moan in my sleep. Gnawing on me like I was a chew toy. You know I don't always show. Whatever I'm feeling baby doll. You know that the things that you love. And the things that you want. Are the things that you want are a lie. I'm gaining on them trains and fast. Trains moan in my sleep. Into the future and out of the past. Into the future and out of the past. Into the future and out of the past. Into the future and out of the past. Trains moan in my head. When I'm trying to go to sleep. Moving way to slow for whatever that they're carryin'. I've been working hard ever since I was a kid. Trains moan in my sleep. Seems like I'm always moving. Trains moan in my sleep. Seems like I'm always moving",Rock,Ryan Adams
